sample_id,folder_id,sent_id,sentence,prob_1
437,EE,4174,"He fought up-and-comer Wayne Barrett in the main event of """" in New York City, New York on November 23, 2013, losing a unanimous decision.",-40.45025634765625
438,EE,11471,"At the 1931 general election he was elected as Conservative Party member of parliament for Deptford, unseating the long-serving Labour incumbent, C. W. Bowerman.",-27.683319091796875
439,EE,10043,"The Greens converted the house to a guest house, which they named ""The Greenbrier"" for their last name and Mrs. Green's maiden name, Brier.",-40.94767379760742
440,EE,11634,"The perseverance of the author in the service of Islam, through his life, his energy, pen, tongue, and every form of activity is almost unprecedented amongst Muslims.",-57.37572479248047
441,EE,199,"AN/UYQ-70  AN/UYQ-70, (Q-70) is the specification for a family of United States Navy display workstations.",-44.67136001586914
442,CA,13045,"The ""Tarasque de Noves"" anthropophagous statue, displayed in the Musée Calvet in Avignon, is attributed to the Cavares.",-63.09663391113281
443,CA,11220,"On the ninth series of ""The X Factor"", the song was performed by eventual winner James Arthur at the bootcamp, playing an uptempo rendition on acoustic guitar.",-36.175350189208984
444,CA,13879,"George Jacob Benner  George Jacob Benner (April 13, 1859 – December 30, 1930) was a Democratic member of the U.S. House of Representatives from Pennsylvania.",-52.15255355834961
445,CA,5135,"Rock Bay, which is purported to be one of the most highly contaminated bodies of water in the province, is (as of 2006) undergoing extensive cleanup by the Federal government.",-39.425498962402344
446,CA,633,The fledgling colony along the Connecticut River had issues with the authority by which it was to be governed because it was outside of the jurisdiction of the Massachusetts Bay Colony's charter.,-30.430845260620117
447,CA,11725,"The main temple, the church of Saint Grigor, is the monastery's first structure erected by Grigor Magistros Pahlavuni in 1013.",-48.254920959472656
448,DR,10083,"As with many other immigrant communities, Somali community organizations are also supported through the national Diverse Australia Program, a grass-roots informational and financial initiative aimed at enhancing societal relations.",-81.12982940673828
449,DR,2154,"Ejogo attended the London Oratory School in Fulham, before going on to read Law at Staffordshire University, and then History and Politics at Goldsmiths, University of London.",-37.61136245727539
450,DR,2583,"In March 2005, the US Government provided $14.6 million in aid for reconstruction projects, including repairs to the power grid, as well as general road and bridge restoration.",-46.138214111328125
451,DR,5215,"Ziegelbrücke railway station, just over the border in the canton of St Gallen, is on the same line, but also served by faster long distance trains.",-18.401927947998047
452,DR,2927,List of ambassadors of Japan to South Korea  The List of Ambassadors from Japan to South Korea started when Toshikazu Maeda presented his credentials to the Korean government in 1965.,-36.438533782958984
453,DR,8721,"He was a noted maker of Northumbrian smallpipes, border pipes and Scottish smallpipes, and one of the inventors of the modern Scottish smallpipes.",-21.73105812072754
454,DR,12221,"The LG Optimus 2X has a 4-inch LCD IPS capacitive touch-screen, displaying 16.7 million colours at 480×800 pixels.",-49.56837463378906
455,DR,3815,"He then worked for eight years, from 1982 to 1990, as Programme Director for Barbados Rediffusion's Voice of Barbados, which he was responsible for rebranding.",-24.967451095581055
456,DR,12827,"In April 2009 3CDC reported 70% of the 100 condos in the Gateway Quarter had been sold, with 80% of the buyers being 35 years old or younger.",-58.914268493652344
457,DR,602,"Texas Farm Bureau  Texas Farm Bureau, the state's largest farm organization, represents the interests of agricultural producers and rural communities across Texas as the ""Voice of Texas Agriculture.""",-22.91473388671875
458,DR,11106,"Hudson won his second Kings Cup in 2010 and was selected in the crew again in 2012, where New South Wales won, making Hudson a three-time winner of the event.",-37.4676513671875
459,DP,1163,This single-seat sports aircraft was a development of the Mitchell-Prizeman Scamp design study that was placed third in the Rollason Midget Racer Competition of 1964.,-92.55733489990234
460,DP,5988,"Nina Baniamer of Contactmusic.com found the track's production ""epic and ambitious"" and called the ""anthemic"" song ""sure fire hit"". """,-98.94090270996094
461,DP,5638,"Third son Isaiah Dole, born May 23, 1819, was a classical-language teacher, married Elizabeth Todd Pearson August 18, 1844, and died May 17, 1892.",-99.31083679199219
462,DP,12245,"Matthew Baylis  Matthew Baylis (born 1971, in Nottingham) also known as Matt Baylis and M.H. Baylis is a British novelist, screenwriter and journalist.",-28.233196258544922
463,DP,7990,This is not only an iconic feature of potassium-ion batteries but also indicates how important it is to understand the role of K charge carriers to understand the living mechanism of plants.,-84.22676086425781
464,DP,5678,"Founded in 2000, the Starr Center at Washington College is one of many educational initiatives funded by the Starr Foundation, a private foundation with assets of over $1.25 billion.",-35.71044158935547
465,EL,103,"The tall stature of the building emphasized ventilation, which was considered as a method of combating airborne illnesses and increase the spirits of the critically ill and dying who inhabited the facilities.",-75.03045654296875
466,EL,1403,"2011 Bolsover District Council election  The 2011 Bolsover District Council election took place on 5 May 2011 to elect members of Bolsover District Council in Derbyshire, England.",-10.484100341796875
467,EL,100,Kërçisht i Poshtëm  Kërçisht i Poshtëm is a village in the former Maqellarë Municipality in Dibër County in northeastern Albania.,-21.493614196777344
468,EL,3588,"Born in Ughelli, Delta State, Brume first emerged at national level at the 2012 Nigerian Athletics Championships with former junior athletes Dakolo Emmanuel and Fabian Edoki.",-101.17170715332031
469,EL,11791,"1994 was his breakout year in Japanese F3 where he drove for the famous Tom's team and finished second in points with 2 poles, one win and six podium finishes.",-49.47038650512695
470,EL,10316,"In the third map 12 cells level-1 remains as grey, all other was partitioned again, each level-1-cell transformed into a level-2-grid.",-105.98736572265625
471,EL,10878,"Following Tyler's departure from Luton, manager Jones opted to sign Jonathan Mitchell on loan until the end of the season, which resulted in Justham remaining second-choice goalkeeper.",-67.11192321777344
472,EL,5083,"In an arrangement similar to a number of other players that have been registered to the club, he was loaned to the Brasileirão side São Paulo FC in the same month.",-33.98870086669922
473,EL,649,"Following this, the 28th Army was shifted back across Poland, to join the 1st Ukrainian Front's offensive into Czechoslovakia in early May. The division ended the war near Prague.",-48.43876266479492
474,EL,12443,"Flowers in heads, capitula in corymbs, florets pale yellow, all ligulate, flowers April–July, fruit a pappose achene.",-75.05402374267578
475,EU,2662,"Combined authorities were introduced in England outside Greater London by the Local Democracy, Economic Development and Construction Act 2009 to cover areas larger than the existing local authorities but smaller than the regions.",-65.76547241210938
476,EU,12038,"Together with the other members of this Commission he presented a draft of the Constitution to the Verkhovna Rada, which was later approved during the ""constitutional night"".",-29.965452194213867
477,EU,4052,Vasil Bozhinov  Vasil Bozhinov (; born 8 December 1996) is a Bulgarian footballer who currently plays as a midfielder for Vihren Sandanski.,-15.713701248168945
478,EU,3598,"Yeah Yeah Yeah (New Politics song)  ""Yeah Yeah Yeah"" is the first single from alternative rock band New Politics' self-titled studio debut album ""New Politics"".",-17.49846649169922
479,EU,8987,"Sheldon Neuse  Sheldon Lynn Neuse (, born December 10, 1994) is an American professional baseball infielder for the Oakland Athletics of Major League Baseball (MLB).",-43.90866470336914
480,DZ,4265,"According to statistics cited by Patrick Hanks, there were 154 people on the island of Great Britain and seven on the island of Ireland with the surname Toh as of 2011.",-60.08699035644531
481,DZ,5571,"Under the leadership of Sue Parker from 1978 to 1982, the studio evolved into a contemporary jazz school and part-time company, before it was handed over to Val Steyn.",-70.25761413574219
482,DZ,7238,"Jarod's law  Jarod's Law was written in response to the 2003 death of 6 year old Jarod Bennett at Louisa Wright elementary school in Lebanon, Ohio.",-48.8502311706543
