index,initial_sentence,batch_num,iter_num,chain 0,chain 1,chain 2,chain 3,chain 4,chain 5,chain 6,chain 7,chain 8,chain 9
233,[CLS] I could see that they were trying to get away. [SEP],1,33,[CLS] I could feel that we were starting to move faster. [SEP],[CLS] He could sense that they were beginning to drift apart. [SEP],[CLS] I could see where we were going to get arrested. [SEP],[CLS] I could hear how people were trying to get away. [SEP],[CLS] I could tell that they were tired to talk about. [SEP],[CLS] She could sense that they were straining to keep up. [SEP],[CLS] he could sense that they were unable to communicate directly ; [SEP],[CLS] She could feel that they were meant to be together. [SEP],[CLS] I could tell that they were trying to blend in. [SEP],[CLS] he could see that they were struggling to stay awake. [SEP]
234,[CLS] I could see that they were trying to get away. [SEP],1,34,[CLS] Kate could see that they were starting to climb faster. [SEP],[CLS] He could sense that they were beginning to drift away. [SEP],[CLS] I could see where we were going to get to. [SEP],[CLS] I could hear how they were trying to get away. [SEP],[CLS] I could tell that we were tired to talk anymore. [SEP],[CLS] She could sense that they were straining to keep up ; [SEP],[CLS] he could see that they were unable to communicate whatsoever ; [SEP],[CLS] He could feel that they were meant to be together. [SEP],[CLS] He could see why they were trying to blend in ; [SEP],[CLS] I could see that all were struggling to remain competent. [SEP]
235,[CLS] I could see that they were trying to get away. [SEP],1,35,[CLS] Kate could see that they were starting to climb steadily. [SEP],[CLS] Alex could see that they were beginning to fade away. [SEP],[CLS] I could see where we were about to get to. [SEP],[CLS] I could feel that they were fighting to get out. [SEP],[CLS] I could speak because we were helpless to talk anymore. [SEP],[CLS] He could sense that they were straining to keep up. [SEP],[CLS] She could tell that they were unable to communicate whatsoever. [SEP],[CLS] He could feel that they were meant to be together. [SEP],[CLS] He could see that they were trying to blend in. [SEP],[CLS] She could see that all were struggling to remain conscious. [SEP]
236,[CLS] I could see that they were trying to get away. [SEP],1,36,[CLS] Jake could feel that they were going to climb steadily. [SEP],[CLS] I could see that they were beginning to fade rapidly. [SEP],[CLS] I could see where we were about to get to. [SEP],[CLS] You could feel like they were fighting to get out. [SEP],[CLS] I could speak but we were helpless to talk anymore. [SEP],[CLS] He could see that they were struggling to keep moving. [SEP],[CLS] Valerie could tell that they were unable to communicate whatsoever. [SEP],[CLS] She could feel that they were meant to be together. [SEP],[CLS] Clare could see why they were trying to blend in. [SEP],[CLS] She could see that all were struggling to remain conscious. [SEP]
237,[CLS] I could see that they were trying to get away. [SEP],1,37,[CLS] She could see that they were continuing to climb steadily. [SEP],[CLS] He could see that they were beginning to grow large. [SEP],[CLS] I could imagine where we were going to get it. [SEP],[CLS] It did feel like they were fighting to get out. [SEP],[CLS] We could breathe but we were helpless to talk anymore. [SEP],[CLS] He could see that they were trying to keep working. [SEP],[CLS] Valerie could swear that they were unable to communicate whatsoever. [SEP],[CLS] She could feel that they were meant to be together. [SEP],[CLS] I could see that they were trying to blend in. [SEP],[CLS] John could see that all were struggling to remain standing. [SEP]
238,[CLS] I could see that they were trying to get away. [SEP],1,38,[CLS] She could feel that they were continuing to climb steadily. [SEP],[CLS] He could see that they were starting to grow legs. [SEP],[CLS] I could imagine where we were going to get it. [SEP],[CLS] It would feel like they were fighting to get free. [SEP],[CLS] We could breathe but we were unable to talk either. [SEP],[CLS] I could tell that they were determined to keep working. [SEP],[CLS] Valerie could see that they were unable to communicate whatsoever. [SEP],[CLS] He could see that they were meant to be together. [SEP],[CLS] You could see that they were trying to blend in. [SEP],[CLS] John could see that all were struggling to remain standing. [SEP]
239,[CLS] I could see that they were trying to get away. [SEP],1,39,[CLS] They could see that they were continuing to climb higher. [SEP],[CLS] He could see that they were starting to grow legs. [SEP],[CLS] I could imagine where we were going to put it. [SEP],[CLS] It did sound like they were fighting to get out. [SEP],[CLS] We could breathe but we were unable to talk anymore. [SEP],[CLS] Owen could tell that they were determined to keep working. [SEP],[CLS] She could tell that they were unable to communicate whatsoever. [SEP],[CLS] She could feel that they were meant to be together. [SEP],[CLS] Jonathan could see that they were trying to blend in. [SEP],[CLS] Joshua could see that they were struggling to remain standing. [SEP]
240,[CLS] I could see that they were trying to get away. [SEP],1,40,[CLS] He could see that they were continuing to climb higher. [SEP],[CLS] She could see that they were starting to grow legs. [SEP],[CLS] I could see where we were going to put it ; [SEP],[CLS] It did look like they were fighting to get out. [SEP],[CLS] We could breathe but we were unable to move anymore. [SEP],[CLS] I could see that they were determined to keep working. [SEP],[CLS] I could tell that they were unable to communicate whatsoever. [SEP],[CLS] He could feel that they were meant to be together. [SEP],[CLS] He could see why they were trying to blend in. [SEP],[CLS] He could see that they were struggling to stay awake. [SEP]
241,[CLS] I could see that they were trying to get away. [SEP],1,41,[CLS] He could see that they were trying to climb higher. [SEP],[CLS] I could see that they were starting to grow legs. [SEP],[CLS] I could guess where we were going to find him ; [SEP],[CLS] They did look like they were fighting to get through. [SEP],[CLS] We could breathe but we were unable to move anymore. [SEP],[CLS] We could tell that they were determined to keep driving. [SEP],[CLS] Liz could tell that they were unable to communicate whatsoever. [SEP],[CLS] She could feel that they were destined to be together. [SEP],[CLS] I could see that they were trying to blend in. [SEP],[CLS] He could see that they were struggling to stay alive. [SEP]
242,[CLS] I could see that they were trying to get away. [SEP],1,42,[CLS] He could see that they were beginning to climb higher. [SEP],[CLS] He could see that they were starting to grow legs. [SEP],[CLS] I could guess where we were going to find him. [SEP],[CLS] They did look like they were trying to break free. [SEP],[CLS] We could scream but we were unable to chant anymore. [SEP],[CLS] Douglas could tell that they were determined to keep going. [SEP],[CLS] Liz could tell that they were unable to communicate whatsoever. [SEP],[CLS] He could feel that they were meant to be together. [SEP],[CLS] He could see why they were trying to blend in. [SEP],[CLS] He could see that they were struggling to stay conscious. [SEP]
243,[CLS] I could see that they were trying to get away. [SEP],1,43,[CLS] He could see that they were beginning to climb westward. [SEP],[CLS] She could see that they were starting to grow legs. [SEP],[CLS] I could guess where we were going to find him. [SEP],[CLS] It did look like they were trying to break through. [SEP],[CLS] We could scream but we were unable to chant anymore. [SEP],[CLS] He could see that they were determined to keep going. [SEP],[CLS] Liz could see that they were unable to communicate whatsoever. [SEP],[CLS] She could see that they were meant to be together. [SEP],[CLS] He could see that they were trying to blend in. [SEP],[CLS] I could see how they were struggling to remain alive. [SEP]
244,[CLS] I could see that they were trying to get away. [SEP],1,44,[CLS] He could see that they were beginning to climb again. [SEP],[CLS] He could see that they were starting to grow legs. [SEP],[CLS] I could guess where we were going to find him. [SEP],[CLS] It would look like they were trying to break in. [SEP],[CLS] We could speak but we were unable to chant anymore. [SEP],[CLS] I could see that they were determined to keep going. [SEP],[CLS] Liz could see that they were unable to communicate whatsoever. [SEP],[CLS] He did believe that they were meant to be together ; [SEP],[CLS] He could see that they were trying to blend in. [SEP],[CLS] She could feel that they were fighting to remain alive. [SEP]
245,[CLS] I could see that they were trying to get away. [SEP],1,45,[CLS] He could see that they were beginning to climb rapidly. [SEP],[CLS] I could see that they were starting to grow legs. [SEP],[CLS] I could guess where we were going to find Caleb. [SEP],[CLS] It would look like they were planning to break in. [SEP],[CLS] We could speak but we were unable to chant anymore. [SEP],[CLS] He could see that they were determined to keep going. [SEP],[CLS] He could see that they were unable to communicate whatsoever. [SEP],[CLS] He did believe that they were meant to be together. [SEP],[CLS] I could tell that they were trying to blend in. [SEP],[CLS] She could see that they were fighting to stay alive. [SEP]
246,[CLS] I could see that they were trying to get away. [SEP],1,46,[CLS] He could see that they were beginning to climb rapidly. [SEP],[CLS] I could see that they were starting to grow legs. [SEP],[CLS] I could guess where we were going to find Caleb. [SEP],[CLS] It would look like they were trying to break in. [SEP],[CLS] We could speak but we were unable to speak anymore. [SEP],[CLS] She could see that they were determined to keep fighting. [SEP],[CLS] I could see that they were unable to communicate whatsoever. [SEP],[CLS] She did believe that they were meant to be together. [SEP],[CLS] He could detect that they were trying to listen in. [SEP],[CLS] We could see how they were fighting to stay together. [SEP]
